0.26046878,0.121284036,0.176381353,0.175857758,0.313337404,0.381458607,0.432101874,0.423521113,0.564252517,0.068416696,0.090846509,0.201069941,0.043685663,0.142461237,0.163536547,0.570950202,0.451987651,2.798900996,2.726808255,2.357742074,2.926398561,1.930058794,2.817568797,3.092368107,3.021340691,1.940409407,1.30743924,2.55266382,0.868188174,2.866663012,1.201953678,1.984597046,2.378774737,0.822946728,2.800002408,2.417855274,0.933732607,0.728717921,2.843609255,Right,1
0.259254281,0.122428572,0.178689145,0.179064759,0.314860773,0.381400387,0.432843482,0.424968996,0.564562197,0.069523493,0.092348866,0.201184977,0.043880234,0.141661015,0.162563023,0.565566842,0.450942644,2.801613171,2.735448731,2.399946508,2.919027893,1.925879248,2.811077583,3.095122231,3.013255656,1.933662368,1.313874165,2.555630768,0.864729104,2.864114503,1.211739385,1.976747929,2.390089641,0.810995262,2.792749769,2.431706658,0.939794996,0.709266723,2.832470278,Right,1
0.260161417,0.121802767,0.177586438,0.177610719,0.312978451,0.381727649,0.432813826,0.424732429,0.563735586,0.069195897,0.091460252,0.200191346,0.043322196,0.141012711,0.161924144,0.566375094,0.452535611,2.803885033,2.731362579,2.387952456,2.92362974,1.929424109,2.815069757,3.094639,3.01560801,1.936260281,1.310828424,2.551578671,0.868654594,2.864807803,1.208212735,1.980072973,2.387232605,0.812943329,2.793625524,2.428888559,0.939765546,0.71566384,2.835761308,Right,1
0.258698245,0.123318707,0.178232419,0.178385003,0.314789823,0.381758129,0.431960812,0.424203453,0.564030116,0.068565805,0.090984256,0.200532074,0.043040967,0.141949711,0.162345898,0.563338858,0.455240789,2.80745161,2.730947887,2.400566669,2.918140824,1.923055821,2.810571998,3.095806328,3.018432196,1.928968985,1.31838051,2.552977568,0.867644548,2.86834095,1.21475497,1.977033069,2.398933764,0.802609807,2.801326623,2.445732929,0.948910162,0.702425621,2.847232472,Right,1
0.258821615,0.122191714,0.176351478,0.177523514,0.3133264,0.380748052,0.430130709,0.423405942,0.562749423,0.068002032,0.091050418,0.200000011,0.042861017,0.142278141,0.162117763,0.56344279,0.453868623,2.806913972,2.733859168,2.395118974,2.92377598,1.927051886,2.814293839,3.095859758,3.017109155,1.92645496,1.318374777,2.549079308,0.870359176,2.865815951,1.216027416,1.973563539,2.391673133,0.808634938,2.795599131,2.436619168,0.952710771,0.715453301,2.835995462,Right,1
0.258533167,0.1226641,0.177203281,0.177430177,0.313841561,0.380876588,0.430617533,0.422972158,0.562627817,0.06794147,0.090346802,0.199973315,0.042854579,0.141920282,0.162116541,0.562064311,0.455835118,2.810435462,2.73010946,2.399245023,2.924199372,1.92987174,2.814854322,3.092622157,3.017116088,1.926805682,1.317359974,2.550572022,0.87013321,2.86560087,1.2187056,1.971092963,2.395410858,0.808623273,2.799791486,2.446789849,0.956720359,0.709776586,2.847874345,Right,1
0.256555343,0.124529441,0.178216937,0.178196801,0.315188262,0.380812574,0.430039296,0.42242121,0.562434715,0.067378916,0.089832298,0.199796441,0.042853972,0.142329015,0.1626022,0.563342831,0.451671007,2.802511119,2.734103287,2.428879765,2.926950986,1.943205328,2.810228303,3.099157964,3.01774003,1.931678975,1.311407729,2.558187208,0.863401899,2.865571667,1.216479049,1.975779474,2.412109925,0.793941357,2.803667191,2.466987901,0.959823603,0.692677727,2.854599046,Right,1
0.257397257,0.12337211,0.176551056,0.177469489,0.313196018,0.380505632,0.429139838,0.422419812,0.561379159,0.067075729,0.090087535,0.198798042,0.042811461,0.142044738,0.16213512,0.56503591,0.454641328,2.804237768,2.729780461,2.425277862,2.927057503,1.942815243,2.808816022,3.101571534,3.017056172,1.936296529,1.310398519,2.561076086,0.85827491,2.864928734,1.205547647,1.986827998,2.410841787,0.791665364,2.800504808,2.457600919,0.953703153,0.69924078,2.845312324,Right,1
0.259285439,0.1220003,0.175157713,0.176529781,0.312133259,0.380980074,0.429606835,0.42384272,0.562012357,0.06673971,0.088949066,0.198930804,0.041579478,0.142063187,0.160862106,0.560146688,0.457685846,2.812707158,2.718688695,2.433153823,2.927096575,1.933152713,2.812803394,3.098010645,3.033041187,1.937199161,1.311119304,2.553838111,0.864425537,2.874212919,1.203790185,1.988953754,2.404061469,0.794741694,2.816810563,2.455263763,0.965408448,0.709447981,2.872810732,Right,1
0.259539622,0.122330463,0.175501331,0.177049409,0.312359967,0.381552577,0.430296012,0.42477081,0.562662913,0.066907771,0.089327988,0.198783102,0.041396334,0.141947512,0.160464374,0.559940191,0.456907674,2.81208943,2.713406443,2.426614277,2.92341468,1.937007074,2.812553514,3.100774102,3.031796736,1.936948511,1.307934116,2.546982963,0.869049883,2.872699506,1.206610121,1.988375794,2.410622676,0.787686056,2.81415436,2.460141926,0.954742126,0.696878617,2.865899757,Right,1
